src_bytes,dst_bytes,logged_in,count,srv_count,dst_host_srv_count,dst_host_same_srv_rate,label,Prediction,Severity
159,910,1,13,13,255,0.91,normal,Benign,Low
9577,41029,0,153,89,40,0.29,saint,Benign,Low
356,613,1,9,11,255,0.87,normal,Benign,Low
28856,58277,0,187,87,114,0.32,portsweep,Attack,High
792,1819,1,9,12,255,0.89,normal,Benign,Low
605,1769,1,17,11,255,0.96,normal,Benign,Low
797,1338,1,15,3,255,0.98,normal,Benign,Low
241,1812,1,20,2,255,0.9,normal,Benign,Low
29184,45382,0,156,85,96,0.06,normal,Attack,High
209,688,1,6,12,255,0.88,normal,Benign,Low
236,422,1,10,10,255,0.92,normal,Benign,Low
19266,39586,0,88,82,101,0.19,saint,Attack,High
28160,20689,0,236,96,17,0.1,portsweep,Attack,High
278,310,1,4,18,255,0.89,normal,Benign,Low
760,1571,1,1,6,255,0.92,normal,Benign,Low
854,1545,1,3,11,255,0.96,normal,Benign,Low
180,2232,1,14,16,255,0.9,normal,Benign,Low
800,923,1,11,14,255,0.92,normal,Benign,Low
357,1914,1,12,13,255,0.91,normal,Benign,Low
126,281,1,11,12,255,0.89,normal,Benign,Low
555,1482,1,14,1,255,0.99,normal,Benign,Low
786,1041,1,20,10,255,0.95,normal,Benign,Low
841,1669,1,11,13,255,0.99,normal,Benign,Low
171,1992,1,9,4,255,0.92,normal,Benign,Low
238,302,1,5,7,255,0.98,normal,Benign,Low
461,974,1,20,9,255,0.96,normal,Benign,Low
265,1950,1,2,10,255,0.95,normal,Benign,Low
503,1940,1,10,13,255,0.87,normal,Benign,Low
662,1570,1,4,8,255,0.98,normal,Benign,Low
547,728,1,9,6,255,0.94,normal,Benign,Low
503,1251,1,17,11,255,0.9,normal,Benign,Low
17721,55776,0,214,97,112,0.32,saint,Attack,High
559,443,1,6,8,255,0.95,normal,Benign,Low
229,1914,1,8,9,255,0.97,normal,Benign,Low
37530,43501,0,203,115,121,0.3,mscan,Attack,High
710,739,1,7,14,255,0.95,normal,Benign,Low
811,2286,1,10,18,255,0.93,normal,Benign,Low
350,2364,1,15,2,255,0.93,normal,Benign,Low
849,1091,1,6,16,255,0.89,mscan,Benign,Low
833,359,1,13,10,255,0.98,normal,Benign,Low
359,371,1,15,18,255,0.86,normal,Benign,Low
832,1595,1,4,11,255,0.93,normal,Benign,Low
293,829,1,14,20,255,0.86,normal,Benign,Low
447,814,1,12,9,255,0.95,normal,Benign,Low
39316,30350,0,248,85,120,0.38,saint,Attack,High
314,553,1,15,13,255,0.88,normal,Benign,Low
559,2142,1,19,7,255,0.92,normal,Benign,Low
827,1855,1,12,6,255,0.94,normal,Benign,Low
672,2396,1,6,13,255,0.95,normal,Benign,Low
850,275,1,16,19,255,0.92,normal,Benign,Low
297,1347,1,18,10,255,0.94,normal,Benign,Low
19971,36611,0,115,108,27,0.11,normal,Attack,High
8879,59611,0,83,70,32,0.34,saint,Benign,Low
647,2377,1,20,19,255,0.88,normal,Benign,Low
466,894,1,14,7,255,0.88,normal,Benign,Low
715,1106,1,1,5,255,0.92,normal,Benign,Low
23484,15975,0,141,92,138,0.34,normal,Benign,Low
17469,25175,0,152,88,138,0.23,mscan,Attack,High
783,2081,1,9,15,255,0.87,normal,Benign,Low
596,501,1,15,14,255,0.95,normal,Benign,Low
728,877,1,13,10,255,0.86,normal,Benign,Low
318,2054,1,1,20,255,0.96,normal,Benign,Low
404,1048,1,20,3,255,0.9,normal,Benign,Low
564,1355,1,12,13,255,0.99,normal,Benign,Low
416,2081,1,7,14,255,0.92,normal,Benign,Low
36313,42090,0,230,34,173,0.39,neptune,Attack,High
653,1675,1,9,16,255,0.86,normal,Benign,Low
153,831,1,12,4,255,0.87,normal,Benign,Low
428,2455,1,8,2,255,0.89,neptune,Benign,Low
10816,59649,0,133,75,21,0.08,normal,Attack,High
713,2007,1,11,15,255,0.99,normal,Benign,Low
442,1855,1,7,1,255,0.87,normal,Benign,Low
252,748,1,13,3,255,0.92,normal,Benign,Low
573,2270,1,19,10,255,0.92,normal,Benign,Low
346,1667,1,10,6,255,1.0,normal,Benign,Low
22672,52836,0,249,37,159,0.22,normal,Attack,High
716,1301,1,8,7,255,0.86,normal,Benign,Low
642,401,1,7,8,255,0.86,normal,Benign,Low
38532,39324,0,178,103,35,0.28,normal,Attack,High
124,1530,1,15,17,255,0.99,normal,Benign,Low
400,2436,1,2,6,255,0.93,normal,Benign,Low
23506,21940,0,251,88,102,0.13,neptune,Attack,High
311,2168,1,2,2,255,0.97,normal,Benign,Low
32816,35747,0,240,43,61,0.13,mscan,Attack,High
829,2259,1,8,10,255,0.96,normal,Benign,Low
460,2018,1,19,7,255,0.86,normal,Benign,Low
830,1986,1,10,20,255,0.99,normal,Benign,Low
38139,15073,0,199,76,106,0.24,saint,Benign,Low
720,1892,1,14,6,255,0.95,normal,Benign,Low
17886,50887,0,210,113,18,0.19,normal,Attack,High
235,712,1,3,7,255,0.95,normal,Benign,Low
23075,45172,0,145,99,87,0.19,portsweep,Attack,High
184,1515,1,18,10,255,0.89,normal,Benign,Low
18817,26535,0,87,86,70,0.22,normal,Attack,High
234,1141,1,19,17,255,0.9,portsweep,Benign,Low
506,2311,1,4,20,255,0.86,normal,Benign,Low
494,1305,1,6,3,255,0.9,normal,Benign,Low
604,731,1,12,10,255,0.86,normal,Benign,Low
887,1668,1,5,5,255,0.93,normal,Benign,Low
36164,24227,0,158,72,127,0.26,neptune,Attack,High
404,1201,1,7,10,255,0.92,normal,Benign,Low
18557,21602,0,149,92,10,0.32,normal,Attack,High
625,307,1,5,9,255,1.0,normal,Benign,Low
816,331,1,15,5,255,0.86,normal,Benign,Low
476,1488,1,4,8,255,0.98,normal,Benign,Low
461,2034,1,9,6,255,0.95,normal,Benign,Low
829,1875,1,4,12,255,0.99,normal,Benign,Low
9768,39755,0,95,109,90,0.09,mscan,Benign,Low
432,2435,1,15,2,255,0.96,normal,Benign,Low
262,2354,1,14,11,255,0.87,normal,Benign,Low
534,1522,1,12,15,255,0.97,normal,Benign,Low
425,317,1,3,12,255,0.95,normal,Benign,Low
185,577,1,5,6,255,0.89,normal,Benign,Low
810,370,1,18,18,255,0.92,normal,Benign,Low
23498,57332,0,91,114,23,0.26,portsweep,Attack,High
693,879,1,14,9,255,0.98,normal,Benign,Low
238,603,1,15,18,255,0.87,normal,Benign,Low
720,2166,1,11,11,255,0.87,normal,Benign,Low
881,321,1,10,16,255,0.99,normal,Benign,Low
754,2470,1,11,11,255,0.92,normal,Benign,Low
792,1084,1,10,8,255,0.97,normal,Benign,Low
700,2269,1,11,7,255,0.93,normal,Benign,Low
10396,24855,0,115,38,13,0.07,normal,Attack,High
739,1071,1,8,14,255,0.94,normal,Benign,Low
425,1047,1,6,11,255,0.99,saint,Benign,Low
122,1494,1,5,2,255,0.89,normal,Benign,Low
30839,35153,0,84,114,66,0.04,normal,Attack,High
28414,35838,0,190,83,38,0.09,neptune,Attack,High
20483,29643,0,215,75,26,0.22,saint,Attack,High
9584,34897,0,184,106,132,0.11,neptune,Benign,Low
22107,51851,0,105,35,159,0.2,portsweep,Attack,High
37466,31219,0,168,42,128,0.3,normal,Attack,High
27185,38663,0,140,104,76,0.28,normal,Attack,High
28767,37354,0,218,47,150,0.16,saint,Attack,High
18243,38844,0,241,47,137,0.35,saint,Attack,High
31728,45448,0,169,112,53,0.38,normal,Attack,High
550,1852,1,11,20,255,0.98,normal,Benign,Low
26829,34462,0,118,111,126,0.37,mscan,Attack,High
625,1696,1,8,6,255,0.92,normal,Benign,Low
489,891,1,17,12,255,0.95,normal,Benign,Low
195,1553,1,19,11,255,0.87,normal,Benign,Low
452,1409,1,19,1,255,0.88,normal,Benign,Low
25133,22451,0,104,79,143,0.37,normal,Attack,High
503,972,1,20,7,255,0.88,normal,Benign,Low
777,409,1,12,17,255,0.95,saint,Benign,Low
656,1309,1,13,14,255,0.87,normal,Benign,Low
721,889,1,3,8,255,0.86,normal,Benign,Low
494,2106,1,1,2,255,0.9,normal,Benign,Low
210,1994,1,12,7,255,0.97,neptune,Benign,Low
14541,28417,0,205,78,54,0.36,normal,Attack,High
846,1014,1,15,17,255,0.99,normal,Benign,Low
13957,25060,0,154,55,23,0.31,portsweep,Attack,High
807,1711,1,15,11,255,0.96,normal,Benign,Low
824,382,1,12,9,255,0.92,normal,Benign,Low
613,790,1,17,1,255,0.91,normal,Benign,Low
288,757,1,7,7,255,0.94,normal,Benign,Low
786,1006,1,16,14,255,0.85,normal,Benign,Low
155,1922,1,10,12,255,0.86,normal,Benign,Low
33058,59880,0,173,31,145,0.35,mscan,Attack,High
762,771,1,12,19,255,0.91,normal,Benign,Low
589,1764,1,12,3,255,0.99,normal,Benign,Low
257,959,1,11,4,255,0.9,normal,Benign,Low
19331,48460,0,180,88,113,0.13,neptune,Attack,High
446,1531,1,20,19,255,0.85,normal,Benign,Low
8382,21944,0,109,95,139,0.37,neptune,Benign,Low
21310,42081,0,200,111,52,0.35,neptune,Attack,High
172,2178,1,2,14,255,0.91,normal,Benign,Low
500,886,1,20,7,255,0.93,normal,Benign,Low
289,979,1,1,12,255,0.91,normal,Benign,Low
693,1329,1,15,18,255,0.96,normal,Benign,Low
838,1268,1,1,18,255,0.94,normal,Benign,Low
18993,54556,0,250,90,52,0.31,saint,Attack,High
375,1261,1,8,19,255,0.86,normal,Benign,Low
753,1794,1,19,18,255,0.99,normal,Benign,Low
39050,37052,0,165,33,71,0.29,mscan,Attack,High
368,1548,1,12,6,255,0.92,normal,Benign,Low
754,2167,1,4,16,255,0.99,normal,Benign,Low
622,1542,1,7,14,255,0.86,normal,Benign,Low
342,1746,1,10,10,255,1.0,normal,Benign,Low
31607,19858,0,168,62,173,0.28,normal,Benign,Low
633,1029,1,10,6,255,0.89,normal,Benign,Low
461,1752,1,3,7,255,0.88,normal,Benign,Low
381,1982,1,5,20,255,0.9,normal,Benign,Low
191,1824,1,1,6,255,0.85,normal,Benign,Low
677,1636,1,9,4,255,0.89,normal,Benign,Low
694,2293,1,17,3,255,0.98,normal,Benign,Low
257,812,1,9,18,255,0.91,normal,Benign,Low
612,846,1,8,16,255,0.98,normal,Benign,Low
17752,56689,0,152,88,91,0.37,neptune,Attack,High
771,1937,1,12,5,255,0.94,normal,Benign,Low
133,578,1,15,19,255,0.98,normal,Benign,Low
356,1762,1,1,19,255,0.87,normal,Benign,Low
735,298,1,16,3,255,0.87,normal,Benign,Low
26173,21128,0,178,72,154,0.4,mscan,Attack,High
455,2130,1,11,18,255,0.9,normal,Benign,Low
22167,43729,0,224,83,162,0.27,portsweep,Attack,High
328,632,1,6,12,255,0.88,normal,Benign,Low
624,2300,1,19,9,255,0.97,portsweep,Benign,Low
238,1145,1,5,16,255,0.98,normal,Benign,Low
206,2270,1,20,2,255,0.88,normal,Benign,Low
33394,30127,0,250,51,83,0.27,neptune,Attack,High
30524,38476,0,235,119,40,0.12,saint,Attack,High
245,1645,1,13,7,255,0.86,saint,Benign,Low
224,1238,1,7,20,255,0.87,normal,Benign,Low
575,2007,1,9,1,255,0.99,normal,Benign,Low
24683,24286,0,84,38,60,0.18,portsweep,Attack,High
445,1768,1,5,14,255,0.98,normal,Benign,Low
670,1822,1,12,11,255,0.87,normal,Benign,Low
382,433,1,18,5,255,0.91,normal,Benign,Low
11756,34585,0,126,54,162,0.32,mscan,Attack,High
358,1269,1,19,1,255,0.95,normal,Benign,Low
673,880,1,12,7,255,0.88,normal,Benign,Low
531,2117,1,9,16,255,0.99,normal,Benign,Low
891,1149,1,16,12,255,0.92,normal,Benign,Low
656,1086,1,6,20,255,0.96,normal,Benign,Low
15015,32161,0,128,92,25,0.22,portsweep,Attack,High
23607,30506,0,200,117,50,0.25,saint,Attack,High
432,2285,1,14,16,255,0.86,normal,Benign,Low
844,1840,1,8,20,255,0.89,normal,Benign,Low
695,876,1,19,14,255,0.89,normal,Benign,Low
11450,29548,0,117,75,41,0.39,normal,Attack,High
849,1535,1,12,16,255,0.86,normal,Benign,Low
27421,55365,0,201,88,64,0.07,mscan,Attack,High
277,2188,1,12,1,255,0.95,normal,Benign,Low
516,2340,1,14,19,255,0.9,normal,Benign,Low
256,2396,1,9,9,255,0.97,normal,Benign,Low
505,1195,1,8,15,255,0.89,normal,Benign,Low
370,486,1,17,8,255,0.94,normal,Benign,Low
392,1141,1,9,9,255,0.89,normal,Benign,Low
34220,30479,0,163,97,177,0.17,saint,Attack,High
872,1978,1,13,14,255,0.96,normal,Benign,Low
575,860,1,4,10,255,0.94,normal,Benign,Low
579,2246,1,3,13,255,0.88,normal,Benign,Low
764,1809,1,15,14,255,0.93,normal,Benign,Low
300,1623,1,4,8,255,0.99,normal,Benign,Low
290,877,1,13,12,255,0.98,normal,Benign,Low
239,1469,1,2,13,255,0.91,normal,Benign,Low
861,902,1,15,9,255,0.94,normal,Benign,Low
412,683,1,7,7,255,0.95,normal,Benign,Low
896,550,1,20,2,255,0.89,normal,Benign,Low
545,513,1,6,4,255,0.98,normal,Benign,Low
138,666,1,19,10,255,0.96,normal,Benign,Low
10050,52850,0,246,36,127,0.33,mscan,Attack,High
486,1514,1,19,10,255,0.92,normal,Benign,Low
246,1625,1,15,6,255,0.99,normal,Benign,Low
16030,42543,0,250,75,61,0.09,portsweep,Attack,High
811,1167,1,14,1,255,0.87,normal,Benign,Low
499,2287,1,1,12,255,1.0,normal,Benign,Low
694,1858,1,20,6,255,0.96,normal,Benign,Low
10023,42497,0,98,89,14,0.39,mscan,Attack,High
184,315,1,11,19,255,0.94,normal,Benign,Low
503,673,1,7,1,255,0.95,normal,Benign,Low
407,626,1,10,11,255,0.97,neptune,Benign,Low
639,2183,1,14,1,255,1.0,normal,Benign,Low
179,2238,1,19,17,255,0.93,normal,Benign,Low
308,1480,1,8,9,255,0.93,normal,Benign,Low
11353,45215,0,102,98,95,0.19,neptune,Attack,High
19662,29415,0,188,58,40,0.08,mscan,Attack,High
15177,17497,0,92,80,33,0.24,mscan,Benign,Low
37376,23999,0,130,90,21,0.32,normal,Attack,High
691,1242,1,1,2,255,0.97,normal,Benign,Low
352,984,1,1,20,255,0.97,normal,Benign,Low
361,575,1,20,19,255,0.9,portsweep,Benign,Low
776,770,1,20,3,255,0.87,normal,Benign,Low
358,1130,1,2,10,255,0.87,normal,Benign,Low
12237,15129,0,173,71,102,0.02,saint,Benign,Low
771,616,1,16,9,255,0.9,normal,Benign,Low
232,2086,1,19,16,255,0.99,normal,Benign,Low
10153,44451,0,108,60,28,0.12,normal,Attack,High
35813,21327,0,157,63,102,0.2,normal,Attack,High
385,1905,1,4,15,255,0.92,normal,Benign,Low
252,650,1,9,3,255,0.9,normal,Benign,Low
214,753,1,7,12,255,0.89,normal,Benign,Low
29391,25625,0,151,47,43,0.03,mscan,Attack,High
160,2062,1,7,3,255,0.91,normal,Benign,Low
269,2020,1,18,8,255,0.98,normal,Benign,Low
708,846,1,11,2,255,0.97,normal,Benign,Low
200,1113,1,7,20,255,0.91,normal,Benign,Low
32265,25948,0,84,64,176,0.25,neptune,Attack,High
11190,54387,0,160,69,57,0.11,mscan,Attack,High
177,530,1,1,18,255,0.9,normal,Benign,Low
8396,49308,0,242,104,103,0.37,normal,Benign,Low
525,1473,1,14,6,255,0.91,normal,Benign,Low
775,280,1,19,4,255,0.98,normal,Benign,Low
294,1557,1,9,1,255,0.99,normal,Benign,Low
128,1936,1,14,1,255,0.92,normal,Benign,Low
8292,50636,0,186,37,132,0.26,mscan,Attack,High
39313,16537,0,202,59,113,0.02,portsweep,Benign,Low
239,406,1,12,19,255,0.97,normal,Benign,Low
19785,43873,0,254,114,51,0.34,portsweep,Attack,High
217,939,1,16,8,255,0.97,normal,Benign,Low
34365,34396,0,146,114,156,0.05,mscan,Attack,High
36652,25856,0,214,86,125,0.12,mscan,Attack,High
781,456,1,16,3,255,0.96,normal,Benign,Low
152,2141,1,2,16,255,0.92,normal,Benign,Low
188,1508,1,10,3,255,0.95,normal,Benign,Low
552,746,1,14,7,255,0.87,normal,Benign,Low
37036,34274,0,115,44,20,0.19,mscan,Attack,High
401,2275,1,15,15,255,0.97,normal,Benign,Low
352,2159,1,18,13,255,0.94,normal,Benign,Low
10172,42812,0,228,64,45,0.21,mscan,Attack,High
855,2207,1,8,7,255,0.95,normal,Benign,Low
422,1875,1,5,9,255,0.95,normal,Benign,Low
549,1168,1,8,19,255,0.94,normal,Benign,Low
191,1552,1,2,12,255,0.93,normal,Benign,Low
29691,28129,0,181,106,54,0.33,portsweep,Attack,High
683,1560,1,11,9,255,0.97,normal,Benign,Low
295,1469,1,4,8,255,0.94,normal,Benign,Low
15587,57987,0,138,89,102,0.03,normal,Attack,High
22370,36186,0,221,115,103,0.25,portsweep,Attack,High
380,1237,1,14,18,255,0.86,normal,Benign,Low
447,492,1,18,6,255,0.92,normal,Benign,Low
623,2078,1,2,5,255,0.97,normal,Benign,Low
166,1568,1,6,7,255,0.9,normal,Benign,Low
782,1998,1,7,20,255,0.97,normal,Benign,Low
646,867,1,18,19,255,0.91,normal,Benign,Low
35683,57267,0,188,106,44,0.15,portsweep,Attack,High
429,1622,1,12,14,255,0.87,normal,Benign,Low
316,1917,1,18,15,255,0.93,normal,Benign,Low
554,2091,1,20,18,255,0.98,normal,Benign,Low
305,1202,1,4,5,255,0.9,normal,Benign,Low
18782,46577,0,141,73,143,0.26,saint,Attack,High
304,290,1,20,6,255,0.99,normal,Benign,Low
352,852,1,6,2,255,0.92,normal,Benign,Low
14169,50738,0,242,73,86,0.21,normal,Attack,High
855,969,1,10,19,255,0.96,normal,Benign,Low
350,253,1,5,10,255,0.86,normal,Benign,Low
20196,28895,0,138,114,12,0.37,mscan,Attack,High
683,1748,1,14,4,255,0.88,normal,Benign,Low
720,2338,1,11,11,255,0.96,normal,Benign,Low
176,583,1,14,9,255,0.94,normal,Benign,Low
229,853,1,8,4,255,0.87,normal,Benign,Low
688,1174,1,10,12,255,0.94,normal,Benign,Low
524,1716,1,14,19,255,0.95,normal,Benign,Low
527,1893,1,8,16,255,0.9,normal,Benign,Low
415,1398,1,18,13,255,0.86,normal,Benign,Low
836,2386,1,10,12,255,0.91,normal,Benign,Low
351,1065,1,10,8,255,0.96,normal,Benign,Low
696,468,1,18,11,255,0.89,normal,Benign,Low
786,1823,1,3,19,255,1.0,portsweep,Benign,Low
167,250,1,14,11,255,0.94,normal,Benign,Low
558,1223,1,20,10,255,0.89,normal,Benign,Low
15046,44837,0,124,91,91,0.39,portsweep,Attack,High
503,962,1,20,1,255,0.9,normal,Benign,Low
707,925,1,12,3,255,0.86,normal,Benign,Low
12919,52159,0,180,31,72,0.22,portsweep,Attack,High
17703,39651,0,213,63,132,0.05,normal,Attack,High
511,1423,1,3,13,255,0.99,normal,Benign,Low
449,1546,1,16,8,255,0.89,normal,Benign,Low
307,1377,1,17,16,255,0.9,normal,Benign,Low
753,2305,1,6,19,255,0.98,normal,Benign,Low
34351,45908,0,228,40,111,0.04,normal,Attack,High
166,1665,1,20,3,255,0.91,normal,Benign,Low
137,553,1,18,1,255,0.88,normal,Benign,Low
250,507,1,18,4,255,0.96,normal,Benign,Low
773,391,1,9,18,255,0.9,normal,Benign,Low
35217,24031,0,127,96,163,0.3,portsweep,Attack,High
11977,59808,0,149,115,139,0.16,portsweep,Attack,High
797,1334,1,15,5,255,0.89,normal,Benign,Low
806,1230,1,17,10,255,0.87,normal,Benign,Low
772,1701,1,10,6,255,0.91,normal,Benign,Low
587,1350,1,6,8,255,0.88,normal,Benign,Low
290,2042,1,6,19,255,0.94,portsweep,Benign,Low
35140,41310,0,206,88,20,0.21,mscan,Attack,High
651,723,1,4,13,255,0.98,normal,Benign,Low
666,1207,1,20,13,255,0.88,neptune,Benign,Low
859,2137,1,12,4,255,0.88,normal,Benign,Low
243,1959,1,8,1,255,0.89,normal,Benign,Low
121,1246,1,2,19,255,0.92,normal,Benign,Low
700,706,1,20,11,255,0.96,normal,Benign,Low
455,2414,1,4,13,255,0.98,normal,Benign,Low
9453,40192,0,130,36,37,0.17,mscan,Attack,High
39040,22837,0,122,83,92,0.1,mscan,Attack,High
264,1567,1,20,9,255,0.91,normal,Benign,Low
686,521,1,19,16,255,0.91,normal,Benign,Low
746,1679,1,12,10,255,0.92,normal,Benign,Low
189,1669,1,13,13,255,0.94,normal,Benign,Low
690,2009,1,8,5,255,0.97,normal,Benign,Low
30397,39583,0,100,94,157,0.12,normal,Attack,High
742,933,1,15,15,255,0.86,normal,Benign,Low
343,738,1,1,20,255,1.0,normal,Benign,Low
594,446,1,16,14,255,0.98,normal,Benign,Low
21427,51965,0,223,50,120,0.37,portsweep,Attack,High
258,1335,1,20,18,255,0.91,normal,Benign,Low
227,1744,1,19,13,255,0.85,normal,Benign,Low
320,1825,1,14,8,255,0.86,normal,Benign,Low
202,744,1,3,16,255,0.92,normal,Benign,Low
578,1124,1,1,11,255,1.0,normal,Benign,Low
240,2042,1,3,4,255,0.94,normal,Benign,Low
29776,29688,0,93,55,23,0.18,portsweep,Attack,High
25876,40000,0,146,110,147,0.39,portsweep,Attack,High
27501,38569,0,106,82,140,0.08,normal,Attack,High
439,2127,1,16,17,255,0.9,normal,Benign,Low
12757,35964,0,146,59,126,0.09,normal,Attack,High
163,767,1,14,6,255,0.9,normal,Benign,Low
760,688,1,17,8,255,0.86,normal,Benign,Low
835,2212,1,6,5,255,0.86,normal,Benign,Low
449,422,1,6,9,255,0.88,normal,Benign,Low
554,1483,1,5,2,255,0.94,normal,Benign,Low
701,1180,1,5,17,255,0.99,normal,Benign,Low
137,2044,1,13,7,255,0.92,normal,Benign,Low
20957,25481,0,148,64,90,0.38,mscan,Attack,High
16468,26577,0,113,77,83,0.09,mscan,Attack,High
175,2104,1,6,1,255,0.99,normal,Benign,Low
788,346,1,6,2,255,0.95,normal,Benign,Low
880,1796,1,5,4,255,0.88,normal,Benign,Low
652,733,1,6,5,255,0.99,normal,Benign,Low
304,1745,1,3,15,255,0.9,normal,Benign,Low
34582,19851,0,203,117,108,0.28,saint,Benign,Low
18075,59768,0,143,79,90,0.01,portsweep,Attack,High
745,2255,1,9,12,255,0.88,normal,Benign,Low
678,522,1,6,1,255,0.93,normal,Benign,Low
710,2403,1,9,16,255,0.95,normal,Benign,Low
16492,38173,0,224,53,75,0.02,portsweep,Attack,High
746,1293,1,2,19,255,0.91,normal,Benign,Low
27400,58332,0,159,49,93,0.1,mscan,Attack,High
481,341,1,3,18,255,0.9,normal,Benign,Low
31481,19756,0,171,37,59,0.35,neptune,Benign,Low
518,1080,1,9,14,255,0.99,normal,Benign,Low
445,2250,1,18,10,255,0.91,normal,Benign,Low
315,953,1,8,19,255,0.88,normal,Benign,Low
16072,57488,0,129,52,154,0.12,neptune,Attack,High
245,2268,1,13,12,255,0.92,normal,Benign,Low
426,515,1,18,12,255,0.88,normal,Benign,Low
20107,39459,0,127,116,40,0.25,normal,Attack,High
402,301,1,3,20,255,0.88,normal,Benign,Low
581,1131,1,5,7,255,0.89,normal,Benign,Low
191,938,1,7,16,255,0.94,normal,Benign,Low
836,264,1,14,16,255,0.97,normal,Benign,Low
307,1349,1,8,8,255,0.95,normal,Benign,Low
248,501,1,15,17,255,0.86,normal,Benign,Low
328,1385,1,9,17,255,0.98,normal,Benign,Low
18456,23342,0,125,91,59,0.07,normal,Attack,High
404,679,1,4,14,255,0.92,normal,Benign,Low
835,467,1,4,20,255,0.98,normal,Benign,Low
498,1970,1,13,17,255,0.97,normal,Benign,Low
152,1823,1,7,17,255,0.88,normal,Benign,Low
432,1286,1,8,10,255,0.86,normal,Benign,Low
369,2262,1,8,16,255,0.98,normal,Benign,Low
556,853,1,20,13,255,0.97,normal,Benign,Low
203,698,1,18,15,255,0.91,normal,Benign,Low
606,339,1,5,2,255,0.96,normal,Benign,Low
293,549,1,11,1,255,0.9,normal,Benign,Low
294,2178,1,2,15,255,0.95,normal,Benign,Low
32559,19601,0,185,73,130,0.1,neptune,Benign,Low
30663,37182,0,108,41,104,0.2,mscan,Attack,High
13671,59404,0,123,104,130,0.37,normal,Attack,High
263,1474,1,13,16,255,0.95,normal,Benign,Low
28428,22198,0,183,64,155,0.23,portsweep,Attack,High
37453,43529,0,115,90,69,0.15,portsweep,Attack,High
586,442,1,2,8,255,0.89,normal,Benign,Low
202,1989,1,1,19,255,0.85,normal,Benign,Low
536,2241,1,16,6,255,0.95,normal,Benign,Low
416,1522,1,8,15,255,0.9,normal,Benign,Low
794,931,1,5,18,255,0.96,normal,Benign,Low
226,413,1,2,10,255,0.91,normal,Benign,Low
11934,43983,0,89,43,85,0.07,normal,Attack,High
777,1679,1,6,16,255,0.99,normal,Benign,Low
10165,54580,0,207,80,99,0.38,saint,Attack,High
247,445,1,1,17,255,0.92,normal,Benign,Low
456,2269,1,8,11,255,0.96,normal,Benign,Low
512,1830,1,5,1,255,0.88,normal,Benign,Low
691,529,1,20,2,255,0.91,normal,Benign,Low
183,2236,1,19,13,255,0.97,normal,Benign,Low
893,2269,1,6,11,255,0.92,normal,Benign,Low
691,2139,1,17,2,255,0.93,normal,Benign,Low
34765,48735,0,210,78,133,0.26,normal,Attack,High
386,2369,1,14,8,255,0.99,normal,Benign,Low
414,1339,1,14,10,255,0.96,normal,Benign,Low
455,567,1,10,3,255,0.92,normal,Benign,Low
351,1369,1,16,10,255,0.99,normal,Benign,Low
146,1636,1,8,8,255,0.94,normal,Benign,Low
32242,30918,0,167,62,123,0.16,saint,Attack,High
388,2484,1,11,7,255,0.89,normal,Benign,Low
22601,28909,0,224,57,62,0.03,saint,Attack,High
220,1315,1,8,10,255,0.97,normal,Benign,Low
415,1568,1,19,19,255,0.86,normal,Benign,Low
485,661,1,15,2,255,0.86,normal,Benign,Low
